frame_num,type
0,crush moment
1,crush moment
2,after crush
3,after crush
4,after crush
5,after crush
6,after crush
7,after crush
8,after crush
9,after crush
10,after crush
11,after crush
12,after crush
13,after crush
14,after crush
15,after crush
16,after crush
17,after crush
18,after crush
19,after crush
20,after crush
21,after crush
22,after crush
23,after crush
24,after crush
25,after crush
26,after crush
27,after crush
28,after crush
29,after crush
30,after crush
31,after crush
32,after crush
33,after crush
34,after crush
35,after crush
36,after crush
37,after crush
38,after crush
39,after crush
40,after crush
41,after crush
42,after crush
43,after crush
44,after crush
45,after crush
46,after crush
47,after crush
48,after crush
49,after crush
50,after crush
51,after crush
52,after crush
53,after crush
54,after crush
55,after crush
56,after crush
57,after crush
58,after crush
59,after crush
60,after crush
61,after crush
62,after crush
63,after crush
64,after crush
65,after crush
66,after crush
67,after crush
68,after crush
69,after crush
70,after crush
71,after crush
72,after crush
73,after crush
74,after crush
75,after crush
76,after crush
77,after crush
78,after crush
79,after crush
80,after crush
81,after crush
82,after crush
83,after crush
84,after crush
85,after crush
86,after crush
87,after crush
88,after crush
89,after crush
90,after crush
91,after crush
92,after crush
93,after crush
94,after crush
95,after crush
96,after crush
97,after crush
98,after crush
99,after crush
100,after crush
101,after crush
102,after crush
103,after crush
104,after crush
105,after crush
106,after crush
107,after crush
108,after crush
109,after crush
110,after crush
111,after crush
112,after crush
113,after crush
114,after crush
115,after crush
116,after crush
117,after crush
118,after crush
119,after crush
120,after crush
121,after crush
122,after crush
123,after crush
124,after crush
125,after crush
126,after crush
127,after crush
128,after crush
129,after crush
130,after crush
131,after crush
132,after crush
133,after crush
134,after crush
135,after crush
136,after crush
137,after crush
138,after crush
139,after crush
140,after crush
141,after crush
142,after crush
143,after crush
144,after crush
145,after crush
146,after crush
147,after crush
148,after crush
149,after crush
150,after crush
151,after crush
152,after crush
153,after crush
154,after crush
155,after crush
156,after crush
157,after crush
158,after crush
159,after crush
160,after crush
161,after crush
162,after crush
163,after crush
164,after crush
165,after crush
166,after crush
167,after crush
168,after crush
169,after crush
170,after crush
171,after crush
172,after crush
173,after crush
174,after crush
175,after crush
176,after crush
177,after crush
178,after crush
179,after crush
180,after crush
181,after crush
182,after crush
183,after crush
184,after crush
185,after crush
186,after crush
187,after crush
188,after crush
189,after crush
190,after crush
191,after crush
192,after crush
193,after crush
194,after crush
195,after crush
196,after crush
197,after crush
198,after crush
199,after crush
200,after crush
201,after crush
202,after crush
203,after crush
204,after crush
205,after crush
206,after crush
207,after crush
208,after crush
209,after crush
210,after crush
211,after crush
212,after crush
213,after crush
214,after crush
215,after crush
216,after crush
217,after crush
218,after crush
219,after crush
220,after crush
221,after crush
222,after crush
223,after crush
224,after crush
225,after crush
226,after crush
227,after crush
228,after crush
229,after crush
230,after crush
231,after crush
232,after crush
233,after crush
234,after crush
235,after crush
236,after crush
237,after crush
238,after crush
239,after crush
240,after crush
241,after crush
242,after crush
243,after crush
244,after crush
245,after crush
246,after crush
247,after crush
248,after crush
249,after crush
250,after crush
251,after crush
252,after crush
253,after crush
254,after crush
255,after crush
256,after crush
257,after crush
258,after crush
259,after crush
260,after crush
261,after crush
262,after crush
263,after crush
264,after crush
265,after crush
266,after crush
267,after crush
268,after crush
269,after crush
270,after crush
271,after crush
272,after crush
273,after crush
274,after crush
275,after crush
276,after crush
277,after crush
278,after crush
279,after crush
280,after crush
281,after crush
282,after crush
283,after crush
284,after crush
285,after crush
286,after crush
287,after crush
288,after crush
289,after crush
290,after crush
291,after crush
292,after crush
293,after crush
294,after crush
295,after crush
296,after crush
297,after crush
298,after crush
299,after crush
300,after crush
301,after crush
302,after crush
303,after crush
304,after crush
305,after crush
306,after crush
307,after crush
308,after crush
309,after crush
310,after crush
311,after crush
312,after crush
313,after crush
314,after crush
315,after crush
316,after crush
317,after crush
318,after crush
319,after crush
320,after crush
321,after crush
322,after crush
323,after crush
324,after crush
325,after crush
326,after crush
327,after crush
328,after crush
329,after crush
330,after crush
331,after crush
332,after crush
333,after crush
334,after crush
335,after crush
336,after crush
337,after crush
338,after crush
339,after crush
340,after crush
341,after crush
342,after crush
343,after crush
344,after crush
345,after crush
346,after crush
347,after crush
