frame_num,type
0,before crush
1,before crush
2,before crush
3,before crush
4,before crush
5,before crush
6,before crush
7,before crush
8,before crush
9,before crush
10,before crush
11,before crush
12,before crush
13,before crush
14,before crush
15,before crush
16,before crush
17,before crush
18,before crush
19,before crush
20,before crush
21,before crush
22,before crush
23,before crush
24,before crush
25,before crush
26,before crush
27,before crush
28,before crush
29,before crush
30,before crush
31,before crush
32,before crush
33,before crush
34,before crush
35,before crush
36,before crush
37,crush moment
38,crush moment
39,crush moment
40,crush moment
41,crush moment
42,crush moment
43,crush moment
44,crush moment
45,crush moment
46,crush moment
47,crush moment
48,crush moment
49,crush moment
50,crush moment
51,crush moment
52,crush moment
53,crush moment
54,crush moment
55,crush moment
56,crush moment
57,crush moment
58,crush moment
59,crush moment
60,crush moment
61,crush moment
62,crush moment
63,crush moment
64,crush moment
65,crush moment
66,crush moment
67,after crush
68,after crush
69,after crush
70,after crush
71,after crush
72,after crush
73,after crush
74,after crush
75,after crush
76,after crush
77,after crush
78,after crush
79,after crush
80,after crush
81,after crush
82,after crush
83,after crush
84,after crush
85,after crush
86,after crush
87,after crush
88,after crush
89,after crush
90,after crush
