frame_num,type
0,before crush
1,before crush
2,before crush
3,before crush
4,before crush
5,before crush
6,before crush
7,before crush
8,before crush
9,before crush
10,before crush
11,before crush
12,before crush
13,before crush
14,before crush
15,before crush
16,before crush
17,before crush
18,before crush
19,before crush
20,before crush
21,before crush
22,before crush
23,before crush
24,before crush
25,before crush
26,before crush
27,before crush
28,before crush
29,before crush
30,before crush
31,before crush
32,before crush
33,before crush
34,before crush
35,before crush
36,before crush
37,before crush
38,before crush
39,before crush
40,before crush
41,before crush
42,before crush
43,before crush
44,before crush
45,before crush
46,before crush
47,before crush
48,before crush
49,before crush
50,before crush
51,before crush
52,before crush
53,before crush
54,before crush
55,before crush
56,before crush
57,before crush
58,before crush
59,before crush
60,before crush
61,before crush
62,before crush
63,before crush
64,before crush
65,before crush
66,before crush
67,before crush
68,before crush
69,before crush
70,before crush
71,before crush
72,before crush
73,before crush
74,before crush
75,before crush
76,before crush
77,before crush
78,before crush
79,before crush
80,before crush
81,before crush
82,before crush
83,before crush
84,before crush
85,before crush
86,before crush
87,before crush
88,before crush
89,before crush
90,before crush
91,before crush
92,before crush
93,before crush
94,before crush
95,before crush
96,before crush
97,before crush
98,before crush
99,before crush
100,before crush
101,before crush
102,before crush
103,before crush
104,before crush
105,before crush
106,before crush
107,before crush
108,before crush
109,before crush
110,before crush
111,before crush
112,before crush
113,before crush
114,before crush
115,before crush
116,before crush
117,before crush
118,before crush
119,before crush
120,before crush
121,before crush
122,before crush
123,before crush
124,before crush
125,before crush
126,before crush
127,before crush
128,before crush
129,before crush
130,before crush
131,before crush
132,before crush
133,before crush
134,before crush
135,before crush
136,before crush
137,before crush
138,before crush
139,before crush
140,before crush
141,before crush
142,before crush
143,before crush
144,before crush
145,before crush
146,before crush
147,before crush
148,before crush
149,before crush
150,before crush
151,before crush
152,before crush
153,before crush
154,before crush
155,before crush
156,before crush
157,before crush
158,before crush
159,before crush
160,before crush
161,before crush
162,before crush
163,before crush
164,before crush
165,before crush
166,before crush
167,before crush
168,before crush
169,before crush
170,before crush
171,before crush
172,before crush
173,before crush
174,before crush
175,before crush
176,before crush
177,before crush
178,before crush
179,before crush
180,before crush
181,before crush
182,before crush
183,before crush
184,before crush
185,before crush
186,before crush
187,before crush
188,before crush
189,before crush
190,before crush
191,before crush
192,before crush
193,before crush
194,before crush
195,before crush
196,before crush
197,before crush
198,before crush
199,before crush
200,before crush
201,before crush
202,crush moment
203,crush moment
204,crush moment
205,crush moment
206,crush moment
207,crush moment
208,crush moment
209,crush moment
210,crush moment
211,crush moment
212,crush moment
213,crush moment
214,crush moment
215,crush moment
216,crush moment
217,crush moment
218,crush moment
219,crush moment
220,crush moment
221,crush moment
222,crush moment
223,crush moment
224,crush moment
225,crush moment
226,crush moment
227,crush moment
228,crush moment
229,crush moment
230,crush moment
231,crush moment
232,crush moment
233,crush moment
234,crush moment
235,crush moment
236,crush moment
237,crush moment
238,crush moment
239,crush moment
240,crush moment
241,crush moment
242,crush moment
243,crush moment
244,crush moment
245,crush moment
246,crush moment
247,crush moment
248,crush moment
249,crush moment
250,crush moment
251,crush moment
252,crush moment
253,crush moment
254,crush moment
255,crush moment
256,crush moment
257,crush moment
258,crush moment
259,crush moment
260,crush moment
261,after crush
262,after crush
263,after crush
264,after crush
265,after crush
266,after crush
267,after crush
268,after crush
269,after crush
270,after crush
271,after crush
272,after crush
273,after crush
274,after crush
275,after crush
276,after crush
277,after crush
278,after crush
279,after crush
280,after crush
281,after crush
282,after crush
283,after crush
284,after crush
285,after crush
286,after crush
287,after crush
288,after crush
289,after crush
290,after crush
291,after crush
292,after crush
293,after crush
294,after crush
295,after crush
296,after crush
297,after crush
298,after crush
299,after crush
300,after crush
301,after crush
302,after crush
303,after crush
304,after crush
305,after crush
306,after crush
307,after crush
308,after crush
309,after crush
310,after crush
311,after crush
312,after crush
313,after crush
314,after crush
315,after crush
316,after crush
317,after crush
318,after crush
319,after crush
320,after crush
321,after crush
322,after crush
323,after crush
324,after crush
325,after crush
326,after crush
327,after crush
328,after crush
329,after crush
330,after crush
331,after crush
332,after crush
333,after crush
334,after crush
335,after crush
336,after crush
337,after crush
338,after crush
339,after crush
340,after crush
341,after crush
342,after crush
343,after crush
344,after crush
345,after crush
346,after crush
347,after crush
348,after crush
349,after crush
350,after crush
351,after crush
352,after crush
353,after crush
354,after crush
355,after crush
356,after crush
357,after crush
358,after crush
359,after crush
360,after crush
361,after crush
362,after crush
363,after crush
364,after crush
365,after crush
366,after crush
367,after crush
