frame_num,type
0,before crush
1,before crush
2,before crush
3,before crush
4,before crush
5,before crush
6,before crush
7,before crush
8,before crush
9,before crush
10,before crush
11,before crush
12,before crush
13,before crush
14,before crush
15,before crush
16,before crush
17,before crush
18,before crush
19,before crush
20,before crush
21,before crush
22,before crush
23,before crush
24,before crush
25,before crush
26,before crush
27,before crush
28,before crush
29,before crush
30,before crush
31,before crush
32,before crush
33,before crush
34,before crush
35,before crush
36,before crush
37,before crush
38,before crush
39,before crush
40,before crush
41,before crush
42,before crush
43,before crush
44,before crush
45,before crush
46,before crush
47,before crush
48,before crush
49,before crush
50,before crush
51,before crush
52,before crush
53,before crush
54,before crush
55,before crush
56,before crush
57,before crush
58,before crush
59,before crush
60,before crush
61,before crush
62,before crush
63,before crush
64,before crush
65,before crush
66,before crush
67,before crush
68,before crush
69,before crush
70,before crush
71,before crush
72,before crush
73,before crush
74,before crush
75,before crush
76,before crush
77,before crush
78,before crush
79,before crush
80,before crush
81,before crush
82,before crush
83,before crush
84,before crush
85,before crush
86,before crush
87,before crush
88,before crush
89,before crush
90,before crush
91,before crush
92,before crush
93,before crush
94,before crush
95,before crush
96,before crush
97,before crush
98,before crush
99,before crush
100,before crush
101,before crush
102,before crush
103,before crush
104,before crush
105,before crush
106,before crush
107,before crush
108,before crush
109,before crush
110,before crush
111,before crush
112,before crush
113,before crush
114,before crush
115,before crush
116,before crush
117,before crush
118,before crush
119,before crush
120,before crush
121,before crush
122,before crush
123,before crush
124,before crush
125,before crush
126,before crush
127,before crush
128,before crush
129,before crush
130,before crush
131,before crush
132,before crush
133,before crush
134,before crush
135,before crush
136,before crush
137,before crush
138,before crush
139,before crush
140,before crush
141,before crush
142,before crush
143,before crush
144,before crush
145,before crush
146,before crush
147,before crush
148,before crush
149,before crush
150,before crush
151,before crush
152,before crush
153,before crush
154,before crush
155,before crush
156,before crush
157,before crush
158,before crush
159,before crush
160,before crush
161,before crush
162,before crush
163,before crush
164,before crush
165,before crush
166,before crush
167,before crush
168,before crush
169,before crush
170,before crush
171,before crush
172,before crush
173,before crush
174,before crush
175,before crush
176,before crush
177,before crush
178,before crush
179,before crush
180,before crush
181,before crush
182,before crush
183,before crush
184,before crush
185,before crush
186,before crush
187,before crush
188,before crush
189,before crush
190,before crush
191,before crush
192,before crush
193,before crush
194,before crush
195,before crush
196,before crush
197,before crush
198,before crush
199,before crush
200,before crush
201,before crush
202,before crush
203,before crush
204,before crush
205,before crush
206,before crush
207,before crush
208,before crush
209,before crush
210,before crush
211,before crush
212,before crush
213,before crush
214,before crush
215,before crush
216,before crush
217,before crush
218,before crush
219,before crush
220,before crush
221,before crush
222,before crush
223,before crush
224,before crush
225,before crush
226,before crush
227,before crush
228,before crush
229,before crush
230,before crush
231,before crush
232,before crush
233,before crush
234,before crush
235,before crush
236,before crush
237,before crush
238,before crush
239,before crush
240,before crush
241,before crush
242,before crush
243,before crush
244,before crush
245,before crush
246,before crush
247,before crush
248,before crush
249,before crush
250,before crush
251,before crush
252,before crush
253,before crush
254,before crush
255,before crush
256,before crush
257,before crush
258,before crush
259,before crush
260,before crush
261,before crush
262,before crush
263,before crush
264,before crush
265,before crush
266,before crush
267,before crush
268,before crush
269,before crush
270,before crush
271,before crush
272,before crush
273,before crush
274,before crush
275,before crush
276,before crush
277,before crush
278,before crush
279,before crush
280,before crush
281,before crush
282,before crush
283,before crush
284,before crush
285,before crush
286,before crush
287,before crush
288,before crush
289,before crush
290,before crush
291,before crush
292,before crush
293,before crush
294,before crush
295,before crush
296,before crush
297,before crush
298,before crush
299,before crush
300,before crush
301,before crush
302,before crush
303,before crush
304,before crush
305,before crush
306,before crush
307,before crush
308,before crush
309,before crush
310,before crush
311,before crush
312,before crush
313,before crush
314,before crush
315,before crush
316,before crush
317,before crush
318,before crush
319,before crush
320,before crush
321,before crush
322,before crush
323,before crush
324,before crush
325,before crush
326,before crush
327,before crush
328,before crush
329,before crush
330,before crush
331,before crush
332,before crush
333,before crush
334,before crush
335,before crush
336,before crush
337,before crush
338,before crush
339,before crush
340,before crush
341,before crush
342,before crush
343,before crush
344,before crush
345,before crush
346,before crush
347,before crush
348,before crush
349,before crush
350,before crush
351,before crush
352,before crush
353,before crush
354,before crush
355,before crush
356,before crush
357,before crush
358,before crush
359,before crush
360,before crush
361,before crush
362,before crush
363,before crush
364,before crush
365,before crush
366,before crush
367,before crush
368,before crush
369,before crush
370,before crush
371,before crush
372,before crush
373,before crush
374,before crush
375,before crush
376,before crush
377,before crush
