frame_num,type
0,before crush
1,before crush
2,before crush
3,before crush
4,before crush
5,before crush
6,before crush
7,before crush
8,before crush
9,before crush
10,before crush
11,before crush
12,before crush
13,before crush
14,before crush
15,before crush
16,before crush
17,before crush
18,before crush
19,before crush
20,before crush
21,before crush
22,before crush
23,before crush
24,before crush
25,before crush
26,before crush
27,before crush
28,before crush
29,before crush
30,before crush
31,before crush
32,before crush
33,before crush
34,before crush
35,before crush
36,before crush
37,before crush
38,before crush
39,before crush
40,before crush
41,before crush
42,before crush
43,before crush
44,before crush
45,before crush
46,before crush
47,before crush
48,before crush
49,before crush
50,before crush
51,before crush
52,before crush
53,before crush
54,before crush
55,before crush
56,before crush
57,before crush
58,before crush
59,before crush
60,before crush
61,before crush
62,before crush
63,before crush
64,before crush
65,before crush
66,before crush
67,before crush
68,before crush
69,before crush
70,before crush
71,before crush
72,before crush
73,before crush
74,before crush
75,before crush
76,before crush
77,before crush
78,before crush
79,before crush
80,before crush
81,before crush
82,before crush
83,before crush
84,before crush
85,before crush
86,before crush
87,before crush
88,before crush
89,before crush
90,before crush
91,before crush
92,before crush
93,before crush
94,before crush
95,before crush
96,before crush
97,before crush
98,before crush
99,before crush
100,before crush
101,before crush
102,before crush
103,before crush
104,before crush
105,before crush
106,before crush
107,before crush
108,before crush
109,before crush
110,before crush
111,before crush
112,before crush
113,before crush
114,before crush
115,before crush
116,before crush
117,before crush
118,before crush
119,before crush
120,before crush
121,before crush
122,before crush
123,before crush
124,before crush
125,before crush
126,before crush
127,before crush
128,before crush
129,before crush
130,before crush
131,before crush
132,before crush
133,before crush
134,before crush
135,before crush
136,before crush
137,before crush
138,before crush
139,before crush
140,before crush
141,before crush
142,before crush
143,before crush
144,before crush
145,before crush
146,before crush
147,before crush
148,before crush
149,before crush
150,before crush
151,before crush
152,before crush
153,before crush
154,before crush
155,before crush
156,before crush
157,before crush
158,before crush
159,before crush
160,before crush
161,before crush
162,before crush
163,before crush
164,before crush
165,before crush
166,before crush
167,before crush
168,before crush
169,before crush
170,before crush
171,before crush
172,crush moment
173,crush moment
174,crush moment
175,crush moment
176,crush moment
177,crush moment
178,crush moment
179,after crush
180,after crush
181,after crush
182,after crush
183,after crush
184,after crush
185,after crush
186,after crush
187,after crush
188,after crush
189,after crush
190,after crush
191,after crush
192,after crush
193,after crush
194,after crush
195,after crush
196,after crush
197,after crush
198,after crush
199,after crush
200,after crush
201,after crush
202,after crush
203,after crush
204,after crush
205,after crush
206,after crush
207,after crush
208,after crush
209,after crush
210,after crush
211,after crush
