frame_num,type
0,before crush
1,before crush
2,before crush
3,before crush
4,before crush
5,before crush
6,before crush
7,before crush
8,before crush
9,before crush
10,before crush
11,before crush
12,before crush
13,before crush
14,before crush
15,before crush
16,before crush
17,before crush
18,before crush
19,before crush
20,before crush
21,before crush
22,before crush
23,before crush
24,before crush
25,before crush
26,before crush
27,before crush
28,before crush
29,before crush
30,before crush
31,before crush
32,before crush
33,before crush
34,before crush
35,before crush
36,before crush
37,before crush
38,before crush
39,before crush
40,before crush
41,before crush
42,before crush
43,before crush
44,before crush
45,before crush
46,crush moment
47,crush moment
48,crush moment
49,crush moment
50,crush moment
51,crush moment
52,crush moment
53,crush moment
54,crush moment
55,crush moment
56,crush moment
57,crush moment
58,crush moment
59,crush moment
60,crush moment
61,crush moment
62,crush moment
63,crush moment
64,crush moment
65,crush moment
66,crush moment
67,crush moment
68,crush moment
69,crush moment
70,crush moment
71,crush moment
72,crush moment
73,crush moment
74,crush moment
75,crush moment
76,crush moment
77,crush moment
78,crush moment
79,crush moment
80,crush moment
81,crush moment
82,crush moment
83,crush moment
84,crush moment
85,crush moment
86,crush moment
87,crush moment
88,crush moment
89,crush moment
90,crush moment
91,crush moment
92,crush moment
93,crush moment
94,crush moment
95,crush moment
96,crush moment
97,crush moment
98,crush moment
99,crush moment
100,crush moment
101,crush moment
102,crush moment
103,crush moment
104,crush moment
105,crush moment
106,crush moment
107,crush moment
108,crush moment
109,crush moment
110,crush moment
111,crush moment
112,crush moment
113,crush moment
114,crush moment
115,crush moment
116,crush moment
117,crush moment
118,crush moment
119,crush moment
120,crush moment
121,crush moment
122,crush moment
123,crush moment
124,crush moment
125,crush moment
126,crush moment
127,crush moment
128,crush moment
129,crush moment
130,crush moment
131,crush moment
132,crush moment
133,crush moment
134,crush moment
135,crush moment
136,crush moment
137,crush moment
138,crush moment
139,crush moment
140,crush moment
141,crush moment
142,crush moment
143,crush moment
144,crush moment
145,crush moment
146,crush moment
147,crush moment
148,crush moment
149,crush moment
150,crush moment
151,crush moment
152,crush moment
153,crush moment
154,crush moment
155,crush moment
156,crush moment
157,crush moment
158,crush moment
159,crush moment
160,crush moment
161,crush moment
162,crush moment
163,crush moment
164,crush moment
165,crush moment
166,crush moment
167,crush moment
168,crush moment
169,crush moment
170,crush moment
171,crush moment
172,crush moment
173,crush moment
174,crush moment
