frame_num,type
0,before crush
1,before crush
2,before crush
3,before crush
4,before crush
5,before crush
6,before crush
7,before crush
8,before crush
9,before crush
10,before crush
11,before crush
12,before crush
13,before crush
14,before crush
15,before crush
16,before crush
17,before crush
18,before crush
19,before crush
20,before crush
21,before crush
22,before crush
23,before crush
24,before crush
25,before crush
26,before crush
27,before crush
28,before crush
29,before crush
30,before crush
31,before crush
32,before crush
33,before crush
34,before crush
35,before crush
36,before crush
37,before crush
38,before crush
39,before crush
40,before crush
41,before crush
42,before crush
43,before crush
44,before crush
45,before crush
46,before crush
47,before crush
48,before crush
49,before crush
50,before crush
51,before crush
52,before crush
53,before crush
54,before crush
55,before crush
56,before crush
57,before crush
58,before crush
59,before crush
60,before crush
61,before crush
62,before crush
63,before crush
64,before crush
65,before crush
66,before crush
67,before crush
68,before crush
69,before crush
70,before crush
71,before crush
72,before crush
73,before crush
74,before crush
75,before crush
76,before crush
77,before crush
78,before crush
79,before crush
80,before crush
81,before crush
82,before crush
83,before crush
84,before crush
85,before crush
86,before crush
87,before crush
88,before crush
89,before crush
90,before crush
91,before crush
92,before crush
93,before crush
94,before crush
95,before crush
96,before crush
97,before crush
98,before crush
99,crush moment
100,crush moment
101,crush moment
102,crush moment
103,crush moment
104,crush moment
105,crush moment
106,crush moment
107,crush moment
108,crush moment
109,crush moment
110,crush moment
111,crush moment
112,crush moment
113,crush moment
114,crush moment
115,crush moment
116,crush moment
117,crush moment
118,crush moment
119,crush moment
120,crush moment
121,crush moment
122,crush moment
123,crush moment
124,crush moment
125,crush moment
126,crush moment
127,crush moment
128,crush moment
129,crush moment
130,crush moment
131,crush moment
132,crush moment
133,crush moment
134,crush moment
135,crush moment
136,crush moment
137,crush moment
138,crush moment
139,crush moment
140,crush moment
141,crush moment
142,crush moment
143,crush moment
144,crush moment
145,crush moment
146,crush moment
147,crush moment
148,crush moment
149,crush moment
150,crush moment
151,crush moment
152,crush moment
153,crush moment
154,crush moment
155,crush moment
156,crush moment
157,crush moment
158,crush moment
159,crush moment
160,crush moment
161,crush moment
162,crush moment
163,crush moment
164,crush moment
165,crush moment
166,crush moment
167,crush moment
168,crush moment
169,crush moment
170,crush moment
171,crush moment
172,crush moment
173,crush moment
174,crush moment
175,crush moment
176,crush moment
177,crush moment
178,crush moment
179,crush moment
180,crush moment
181,crush moment
182,crush moment
183,crush moment
184,crush moment
185,crush moment
186,crush moment
187,crush moment
188,crush moment
189,crush moment
190,crush moment
191,crush moment
192,crush moment
193,crush moment
194,crush moment
195,crush moment
196,crush moment
197,crush moment
198,crush moment
199,crush moment
200,crush moment
201,crush moment
202,crush moment
203,crush moment
204,crush moment
205,crush moment
206,crush moment
207,crush moment
208,crush moment
209,crush moment
210,crush moment
211,crush moment
212,crush moment
213,crush moment
214,crush moment
215,crush moment
216,crush moment
217,crush moment
218,after crush
219,after crush
220,after crush
221,after crush
222,after crush
223,after crush
224,after crush
225,after crush
226,after crush
227,after crush
228,after crush
229,after crush
230,after crush
231,after crush
232,after crush
233,after crush
234,after crush
235,after crush
236,after crush
237,after crush
238,after crush
239,after crush
240,after crush
241,after crush
242,after crush
243,after crush
244,after crush
245,after crush
246,after crush
247,after crush
248,after crush
249,after crush
250,after crush
251,after crush
252,after crush
253,after crush
254,after crush
255,after crush
256,after crush
257,after crush
258,after crush
259,after crush
260,after crush
261,after crush
262,after crush
263,after crush
264,after crush
265,after crush
266,after crush
267,after crush
268,after crush
269,after crush
270,after crush
271,after crush
272,after crush
273,after crush
274,after crush
275,after crush
276,after crush
277,after crush
278,after crush
279,after crush
280,after crush
281,after crush
282,after crush
283,after crush
284,after crush
285,after crush
286,after crush
287,after crush
288,after crush
289,after crush
290,after crush
291,after crush
292,after crush
293,after crush
294,after crush
295,after crush
296,after crush
297,after crush
298,after crush
299,after crush
300,after crush
301,after crush
302,after crush
303,after crush
304,after crush
305,after crush
306,after crush
307,after crush
308,after crush
309,after crush
310,after crush
311,after crush
312,after crush
313,after crush
314,after crush
315,after crush
316,after crush
317,after crush
318,after crush
319,after crush
320,after crush
321,after crush
322,after crush
