frame_num,type
0,crush moment
1,crush moment
2,crush moment
3,crush moment
4,crush moment
5,crush moment
6,crush moment
7,crush moment
8,crush moment
9,crush moment
10,crush moment
11,crush moment
12,crush moment
13,crush moment
14,crush moment
15,crush moment
16,crush moment
17,crush moment
18,crush moment
19,crush moment
20,crush moment
21,crush moment
22,crush moment
23,crush moment
24,crush moment
25,crush moment
26,crush moment
27,crush moment
28,crush moment
29,crush moment
30,crush moment
31,crush moment
32,crush moment
33,crush moment
34,crush moment
35,crush moment
36,crush moment
37,crush moment
38,crush moment
39,crush moment
40,crush moment
41,crush moment
42,crush moment
43,crush moment
44,crush moment
45,crush moment
46,crush moment
47,crush moment
48,crush moment
49,crush moment
50,crush moment
51,crush moment
52,crush moment
53,crush moment
54,crush moment
55,crush moment
56,crush moment
57,crush moment
58,crush moment
59,crush moment
60,crush moment
61,crush moment
62,crush moment
63,crush moment
64,crush moment
65,crush moment
66,crush moment
67,crush moment
68,crush moment
69,crush moment
70,crush moment
71,crush moment
72,crush moment
73,crush moment
74,crush moment
75,crush moment
76,crush moment
77,crush moment
78,crush moment
79,crush moment
80,crush moment
81,crush moment
82,crush moment
83,crush moment
84,crush moment
85,crush moment
86,crush moment
87,crush moment
88,crush moment
89,crush moment
90,crush moment
91,crush moment
92,crush moment
93,crush moment
94,crush moment
95,crush moment
96,crush moment
97,crush moment
98,crush moment
99,crush moment
100,crush moment
101,crush moment
102,crush moment
103,crush moment
104,crush moment
105,crush moment
106,crush moment
107,crush moment
108,crush moment
109,crush moment
110,crush moment
111,crush moment
