frame_num,type
0,before crush
1,before crush
2,before crush
3,before crush
4,before crush
5,before crush
6,before crush
7,before crush
8,before crush
9,before crush
10,before crush
11,before crush
12,before crush
13,before crush
14,before crush
15,before crush
16,before crush
17,before crush
18,before crush
19,before crush
20,before crush
21,before crush
22,before crush
23,before crush
24,before crush
25,before crush
26,before crush
27,before crush
28,before crush
29,before crush
30,before crush
31,before crush
32,before crush
33,before crush
34,before crush
35,crush moment
36,crush moment
37,crush moment
38,crush moment
39,after crush
40,after crush
41,after crush
42,after crush
43,after crush
44,after crush
45,after crush
46,after crush
47,after crush
48,after crush
49,after crush
50,after crush
51,after crush
52,after crush
53,after crush
54,after crush
55,after crush
56,after crush
57,after crush
58,after crush
59,after crush
60,after crush
61,after crush
62,after crush
63,after crush
64,after crush
65,after crush
66,after crush
67,after crush
68,after crush
69,after crush
70,after crush
71,after crush
72,after crush
73,after crush
74,after crush
75,after crush
76,after crush
77,after crush
78,after crush
79,after crush
80,after crush
81,after crush
82,after crush
83,after crush
84,after crush
85,after crush
86,after crush
87,after crush
88,after crush
89,after crush
90,after crush
91,after crush
92,after crush
93,after crush
94,after crush
95,after crush
96,after crush
97,after crush
98,after crush
99,after crush
100,after crush
101,after crush
102,after crush
103,after crush
104,after crush
105,after crush
106,after crush
107,after crush
108,after crush
109,after crush
110,after crush
111,after crush
112,after crush
113,after crush
114,after crush
115,after crush
116,after crush
117,after crush
118,after crush
119,after crush
120,after crush
121,after crush
122,after crush
123,after crush
124,after crush
125,after crush
126,after crush
127,after crush
128,after crush
129,after crush
130,after crush
131,after crush
132,after crush
133,after crush
134,after crush
135,after crush
136,after crush
137,after crush
138,after crush
139,after crush
140,after crush
141,after crush
