frame_num,type
0,before crush
1,before crush
2,before crush
3,before crush
4,before crush
5,before crush
6,before crush
7,before crush
8,before crush
9,before crush
10,before crush
11,before crush
12,before crush
13,before crush
14,before crush
15,before crush
16,before crush
17,before crush
18,before crush
19,before crush
20,before crush
21,before crush
22,before crush
23,before crush
24,before crush
25,before crush
26,before crush
27,before crush
28,before crush
29,before crush
30,before crush
31,before crush
32,before crush
33,before crush
34,before crush
35,before crush
36,before crush
37,before crush
38,before crush
39,before crush
40,before crush
41,before crush
42,before crush
43,before crush
44,before crush
45,before crush
46,before crush
47,before crush
48,before crush
49,before crush
50,before crush
51,before crush
52,crush moment
53,crush moment
54,crush moment
55,crush moment
56,crush moment
57,crush moment
58,crush moment
59,crush moment
60,crush moment
61,crush moment
62,crush moment
63,crush moment
64,crush moment
65,crush moment
66,crush moment
67,crush moment
68,crush moment
